PTN核心链路名称,地市,备注,日期,省,链路带宽(10GE/40GE),链路日峰值利用率(填百分数),链路日峰值流速(Mb),链路日忙时均值利用率(填百分数),链路日忙时均值流速(Mb),分类
	#@!JIZCORELINK(19)$:8000-高新-L3-子架1-2-TPA1EX8S-5(TO-8004-1/0/4)-8004-高新-2-L2/L3-子架1-4(GigabitEthernet1/0/4),焦作,0.0,20200302,河南,10,0.00%,0.4,0.00%,0.4,核心链路
	#@!JIZCORELINK(19)$:8000-高新-L3-子架1-2-TPA1EX8S-6(PORT-6)-8004-高新-2-L2/L3-子架1-0(GigabitEthernet1/2/0),焦作,0.0,20200302,河南,10,0.02%,2.18,0.02%,2.08,核心链路
	#@!JIZCORELINK(19)$:8000-高新-L3-子架1-2-TPA1EX8S-7(PORT-7)-8004-高新-2-L2/L3-子架1-1(GigabitEthernet1/2/1),焦作,0.0,20200302,河南,10,0.02%,1.54,0.01%,1.41,核心链路
	#@!JIZCORELINK(19)$:8000-高新-L3-子架1-2-TPA1EX8S-8(PORT-8)-8004-高新-2-L2/L3-子架1-2(GigabitEthernet1/2/2),焦作,0.0,20200302,河南,10,0.02%,1.91,0.02%,1.75,核心链路
	#@!JIZCORELINK(1)$:LTE骨干调度环3-焦作市:8000-高新-L3-子架1-14-TPA1EX8S-1(8011-4-EX8-1)-8011-武陟-备L2/L3-2-子架1-4-TPA1EX8-1(8000-10-0-0),焦作,0.0,20200302,河南,10,0.00%,0.0,0.00%,0.0,核心链路
	#@!JIZCORELINK(20)$:8002-生产楼-L3-子架1-1-TPA1EX8S-6(PORT-6)-8005-生产楼-2-L2/L3-子架1-3(GigabitEthernet1/2/3),焦作,0.0,20200302,河南,10,10.00%,1000.0,6.65%,665.01,核心链路
	#@!JIZCORELINK(20)$:8002-生产楼-L3-子架1-1-TPA1EX8S-7(PORT-7)-8005-生产楼-2-L2/L3-子架1-4(GigabitEthernet1/2/4),焦作,0.0,20200302,河南,10,9.08%,908.0,6.62%,662.21,核心链路
	#@!JIZCORELINK(20)$:8002-生产楼-L3-子架1-2-TPA1EX8S-1(PORT-1)-8005-生产楼-2-L2/L3-子架1-0(GigabitEthernet1/0/0),焦作,0.0,20200302,河南,10,9.93%,993.0,6.17%,616.62,核心链路
	#@!JIZCORELINK(20)$:8002-生产楼-L3-子架1-2-TPA1EX8S-2(PORT-2)-8005-生产楼-2-L2/L3-子架1-1(GigabitEthernet1/0/1),焦作,0.0,20200302,河南,10,9.82%,982.0,6.22%,621.79,核心链路
	#@!JIZCORELINK(20)$:8002-生产楼-L3-子架1-2-TPA1EX8S-3(PORT-3)-8005-生产楼-2-L2/L3-子架1-2(GigabitEthernet1/0/2),焦作,0.0,20200302,河南,10,11.00%,1100.0,6.16%,616.48,核心链路
	#@!JIZCORELINK(20)$:8002-生产楼-L3-子架1-2-TPA1EX8S-4(PORT-4)-8005-生产楼-2-L2/L3-子架1-3(GigabitEthernet1/0/3),焦作,0.0,20200302,河南,10,11.00%,1100.0,6.13%,613.45,核心链路
	#@!JIZCORELINK(20)$:8002-生产楼-L3-子架1-2-TPA1EX8S-5(PORT-5)-8005-生产楼-2-L2/L3-子架1-4(GigabitEthernet1/0/4),焦作,0.0,20200302,河南,10,8.67%,867.0,6.47%,646.63,核心链路
	#@!JIZCORELINK(20)$:8002-生产楼-L3-子架1-2-TPA1EX8S-6(PORT-6)-8005-生产楼-2-L2/L3-子架1-0(GigabitEthernet1/2/0),焦作,0.0,20200302,河南,10,9.13%,913.0,6.21%,620.62,核心链路
	#@!JIZCORELINK(20)$:8002-生产楼-L3-子架1-2-TPA1EX8S-7(PORT-7)-8005-生产楼-2-L2/L3-子架1-1(GigabitEthernet1/2/1),焦作,0.0,20200302,河南,10,8.82%,882.0,6.47%,646.52,核心链路
	#@!JIZCORELINK(20)$:8002-生产楼-L3-子架1-2-TPA1EX8S-8(PORT-8)-8005-生产楼-2-L2/L3-子架1-2(GigabitEthernet1/2/2),焦作,0.0,20200302,河南,10,8.67%,867.0,6.22%,622.48,核心链路
	#@!JIZCORELINK(21)$:8004-高新-2-L2/L3-子架1-1(GigabitEthernet6/0/1)-8005-生产楼-2-L2/L3-子架1-1(GigabitEthernet6/0/1),焦作,0.0,20200302,河南,10,0.00%,0.42,0.00%,0.42,核心链路
	#@!JIZCORELINK(21)$:8004-高新-2-L2/L3-子架1-1(GigabitEthernet8/0/1)-8005-生产楼-2-L2/L3-子架1-1(GigabitEthernet8/0/1),焦作,0.0,20200302,河南,10,0.00%,0.4,0.00%,0.4,核心链路
	#@!JIZCORELINK(21)$:8004-高新-2-L2/L3-子架1-2(GigabitEthernet6/0/2)-8005-生产楼-2-L2/L3-子架1-2(GigabitEthernet6/0/2),焦作,0.0,20200302,河南,10,0.00%,0.4,0.00%,0.4,核心链路
	#@!JIZCORELINK(21)$:LTE骨干调度环2-焦作市:8004-高新-2-L2/L3-子架1-0(GigabitEthernet6/0/0)-8005-生产楼-2-L2/L3-子架1-0(GigabitEthernet6/0/0),焦作,0.0,20200302,河南,10,0.24%,24.38,0.24%,24.38,核心链路
	#@!JIZCORELINK(21)$:LTE骨干调度环2-焦作市:8004-高新-2-L2/L3-子架1-0(GigabitEthernet8/0/0)-8005-生产楼-2-L2/L3-子架1-0(GigabitEthernet8/0/0),焦作,0.0,20200302,河南,10,5.47%,547.37,5.45%,545.11,核心链路
	#@!JIZCORELINK(22)$焦作市核心调度环10-郊县:1016-高新核心4-13-82EX2-2(8001-3/0/1)-8001-高新-L2/L3-子架1-1(GigabitEthernet3/0/1),焦作,0.0,20200302,河南,10,0.39%,39.16,0.36%,36.33,核心链路
	#@!JIZCORELINK(23)$焦作市核心调度环10-郊县:1014-生产楼核心4-子架1-3-TPA1EX8S-3(8003-生产楼6900-L2/L3-2/0/1)-8003-生产楼-L2/L3-子架1-1(GigabitEthernet2/0/1),焦作,0.0,20200302,河南,10,26.00%,2600.0,22.25%,2225.25,核心链路
	#@!JIZCORELINK(24)$焦作市核心调度环5-市区:1000-高新核心1-子架1-9-TPA1EX8S-2(8001-高新L2/L3-8/2/0)-8001-高新-L2/L3-子架1-0(GigabitEthernet8/2/0),焦作,0.0,20200302,河南,10,1.57%,156.56,1.51%,150.96,核心链路
	#@!JIZCORELINK(25)$焦作市核心调度环5-市区:1001-生产楼核心1-子架1-4-TPA1EX8S-1(8003-生产楼L2/L3-8/2/0)-8003-生产楼-L2/L3-子架1-0(GigabitEthernet8/2/0),焦作,0.0,20200302,河南,10,53.00%,5300.0,47.61%,4760.52,核心链路
	#@!JIZCORELINK(26)$焦作市核心调度环6-市区:TNL-L2/L3-PTN6900-16-2-子架1-1(GigabitEthernet8/2/1)-1013-高新-12-82EX2-1(对接高新PTN6900-L2/L3),焦作,0.0,20200302,河南,10,1.96%,196.0,1.13%,113.14,核心链路
	#@!JIZCORELINK(27)$焦作市核心调度环6-市区:1015-生产楼核心3-子架1-10-TPA1EX8S-4(8003-生产楼6900-L2/L3-8/2/1)-8003-生产楼-L2/L3-子架1-1(GigabitEthernet8/2/1),焦作,0.0,20200302,河南,10,23.00%,2300.0,18.13%,1812.61,核心链路
	#@!JIZCORELINK(2)$:8002-生产楼-L3-子架1-14-TPA1EX8S-2(OTN8007-021-TQX-3)-8012-澳通苑-主L2/L3-1-子架1-4-TPA1EX8-2(OTN3002-澳通苑023-TQX-3),焦作,0.0,20200302,河南,10,25.00%,2500.0,21.22%,2122.0,核心链路
